Time	Flight	Lon	Lat	Alt
2021-04-30T07:09:56Z	811438577	1.89129252359219	41.5163910865436	193.8
2021-04-30T07:10:01Z	811438577	1.89129252359219	41.5163910865436	230.250621413931
2021-04-30T07:10:06Z	811438577	1.89129252359219	41.5163910865436	266.701242827863
2021-04-30T07:10:11Z	811438577	1.89129252359219	41.5163910865436	303.151864241794
2021-04-30T07:10:11Z	811438577	1.89129252359219	41.5163910865436	304.325574251323
2021-04-30T07:10:13Z	811438577	1.89084634601493	41.516748631553	304.325574251323
2021-04-30T07:10:18Z	811438577	1.89084634601493	41.516748631553	259.126066436602
2021-04-30T07:10:23Z	811438577	1.89084634601493	41.516748631553	213.8
2021-04-30T07:10:23Z	811438577	1.89084634601493	41.516748631553	213.8
2021-04-30T07:10:28Z	811438577	1.89084634601493	41.516748631553	213.8
2021-04-30T07:10:33Z	811438577	1.89084634601493	41.516748631553	213.8
2021-04-30T07:10:33Z	811438577	1.89084634601493	41.516748631553	213.8
2021-04-30T07:10:38Z	811438577	1.89084634601493	41.516748631553	250.249337353569
2021-04-30T07:10:41Z	811438577	1.89129252359219	41.5163910865436	304.325574251323
2021-04-30T07:10:43Z	811438577	1.89084634601493	41.516748631553	286.698674707137
2021-04-30T07:10:46Z	811438577	1.89084634601493	41.516748631553	304.325574251323
2021-04-30T07:10:46Z	811438577	1.89129252359219	41.5163910865436	259.124537832493
2021-04-30T07:10:51Z	811438577	1.89129252359219	41.5163910865436	213.923501413663
2021-04-30T07:10:53Z	811438577	1.89129252359219	41.5163910865436	193.8
2021-04-30T08:34:27Z	146516084	1.8964701839612	41.5157621257878	170
2021-04-30T08:34:32Z	146516084	1.8964701839612	41.5157621257878	191.849923656826
2021-04-30T08:34:37Z	146516084	1.8964701839612	41.5157621257878	213.699847313651
2021-04-30T08:34:42Z	146516084	1.8964701839612	41.5157621257878	235.549770970477
2021-04-30T08:34:47Z	146516084	1.8964701839612	41.5157621257878	257.399694627303
2021-04-30T08:34:52Z	146516084	1.8964701839612	41.5157621257878	279.249618284128
2021-04-30T08:34:53Z	146516084	1.8964701839612	41.5157621257878	282.133808206829
2021-04-30T08:34:58Z	146516084	1.89578571406932	41.5157858664516	282.133808206829
