Time	Flight	Lat	Lon	Alt
2021-05-07T15:52:06Z	2047630762	1.89129252359219	41.5163910865436	193.8
2021-05-07T15:52:11Z	2047630762	1.89129252359219	41.5163910865436	216.350325360664
2021-05-07T15:52:16Z	2047630762	1.89129252359219	41.5163910865436	238.900650721329
2021-05-07T15:52:21Z	2047630762	1.89129252359219	41.5163910865436	261.450976081993
2021-05-07T15:52:26Z	2047630762	1.89129252359219	41.5163910865436	284.001301442658
2021-05-07T15:52:31Z	2047630762	1.89129252359219	41.5163910865436	306.037479385099
2021-05-07T15:52:36Z	2047630762	1.89136340454676	41.5157990236733	306.037479385099
2021-05-07T15:52:41Z	2047630762	1.8914342842046	41.5152069607595	306.037479385099
2021-05-07T15:52:42Z	2047630762	1.89149988926033	41.5146589472877	306.037479385099
2021-05-07T15:52:47Z	2047630762	1.89168576908678	41.5140810348269	306.037479385099
2021-05-07T15:52:52Z	2047630762	1.89187164559411	41.5135031220667	306.037479385099
2021-05-07T15:52:52Z	2047630762	1.89204368993153	41.5129682057492	306.037479385099
2021-05-07T15:52:57Z	2047630762	1.89240385888287	41.5124384714742	306.037479385099
2021-05-07T15:53:02Z	2047630762	1.89276402193943	41.5119087360755	306.037479385099
2021-05-07T15:53:02Z	2047630762	1.89309738361153	41.5114184119892	306.037479385099
2021-05-07T15:53:07Z	2047630762	1.89335848523726	41.5108570500745	306.037479385099
2021-05-07T15:53:12Z	2047630762	1.89361958233474	41.5102956875692	306.037479385099
2021-05-07T15:53:13Z	2047630762	1.89386124977288	41.5097760899081	306.037479385099
2021-05-07T15:53:18Z	2047630762	1.89386124977288	41.5097760899081	295.837377714698
2021-05-07T15:53:23Z	2047630762	1.89386124977288	41.5097760899081	285.637276044298
2021-05-07T15:53:28Z	2047630762	1.89386124977288	41.5097760899081	275.437174373897
2021-05-07T15:53:33Z	2047630762	1.89386124977288	41.5097760899081	265.237072703496
2021-05-07T15:53:38Z	2047630762	1.89386124977288	41.5097760899081	255.036971033096
2021-05-07T15:53:43Z	2047630762	1.89386124977288	41.5097760899081	244.836869362695
2021-05-07T15:53:48Z	2047630762	1.89386124977288	41.5097760899081	234.636767692294
2021-05-07T15:53:53Z	2047630762	1.89386124977288	41.5097760899081	224.436666021894
2021-05-07T15:53:58Z	2047630762	1.89386124977288	41.5097760899081	213.8
2021-05-07T15:53:58Z	2047630762	1.89386124977288	41.5097760899081	213.8
2021-05-07T15:54:03Z	2047630762	1.89386124977288	41.5097760899081	213.8
2021-05-07T15:54:08Z	2047630762	1.89386124977288	41.5097760899081	213.8
2021-05-07T15:54:08Z	2047630762	1.89386124977288	41.5097760899081	213.8
2021-05-07T15:54:13Z	2047630762	1.89386124977288	41.5097760899081	236.34974559581
2021-05-07T15:54:18Z	2047630762	1.89386124977288	41.5097760899081	258.899491191619
2021-05-07T15:54:23Z	2047630762	1.89386124977288	41.5097760899081	281.449236787429
2021-05-07T15:54:28Z	2047630762	1.89386124977288	41.5097760899081	303.998982383238
2021-05-07T15:54:28Z	2047630762	1.89386124977288	41.5097760899081	306.037479385099
2021-05-07T15:54:18Z	2047630762	1.8936001568666	41.5103374529599	306.037479385099
2021-05-07T15:54:23Z	2047630762	1.89333905943223	41.5108988154213	306.037479385099
2021-05-07T15:54:23Z	2047630762	1.89309738361153	41.5114184119892	306.037479385099
2021-05-07T15:54:28Z	2047630762	1.89273722601099	41.5119481484279	306.037479385099
2021-05-07T15:54:33Z	2047630762	1.89237706251586	41.5124778837429	306.037479385099
2021-05-07T15:54:34Z	2047630762	1.89204368993153	41.5129682057492	306.037479385099
2021-05-07T15:54:39Z	2047630762	1.89185781649625	41.5135461187864	306.037479385099
2021-05-07T15:54:44Z	2047630762	1.89167193974198	41.5141240315242	306.037479385099
2021-05-07T15:54:44Z	2047630762	1.89149988926033	41.5146589472877	306.037479385099
2021-05-07T15:54:49Z	2047630762	1.8914290108027	41.5152510102418	306.037479385099
2021-05-07T15:54:54Z	2047630762	1.89135813104839	41.5158430731523	306.037479385099
2021-05-07T15:54:54Z	2047630762	1.89129252359219	41.5163910865436	306.037479385099
2021-05-07T15:54:59Z	2047630762	1.89129252359219	41.5163910865436	295.837410372676
2021-05-07T15:55:04Z	2047630762	1.89129252359219	41.5163910865436	285.637341360253
2021-05-07T15:55:09Z	2047630762	1.89129252359219	41.5163910865436	275.43727234783
2021-05-07T15:55:14Z	2047630762	1.89129252359219	41.5163910865436	265.237203335407
2021-05-07T15:55:19Z	2047630762	1.89129252359219	41.5163910865436	255.037134322984
2021-05-07T15:55:24Z	2047630762	1.89129252359219	41.5163910865436	244.83706531056
2021-05-07T15:55:29Z	2047630762	1.89129252359219	41.5163910865436	234.636996298137
2021-05-07T15:55:34Z	2047630762	1.89129252359219	41.5163910865436	224.436927285714
2021-05-07T15:55:39Z	2047630762	1.89129252359219	41.5163910865436	214.236858273291
2021-05-07T15:55:44Z	2047630762	1.89129252359219	41.5163910865436	204.036789260868
2021-05-07T15:55:49Z	2047630762	1.89129252359219	41.5163910865436	193.8
2021-05-07T15:55:49Z	2047630762	1.89129252359219	41.5163910865436	193.8
